side,level,study,paradigm,speaker,time,mean,median,lower,upper
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.551,0.1357,0.1389,0.1046,0.1652
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.5714,0.1388,0.1415,0.1097,0.1661
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.5918,0.1409,0.1439,0.113,0.1675
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.6122,0.142,0.1447,0.1133,0.1695
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.6327,0.1419,0.1451,0.1112,0.1712
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.6531,0.141,0.1447,0.1069,0.173
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.6735,0.1395,0.1444,0.1014,0.1755
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.6939,0.138,0.1456,0.0954,0.1777
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.7143,0.1368,0.1477,0.0899,0.1813
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.7347,0.1364,0.1479,0.0859,0.185
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.7551,0.1369,0.148,0.0836,0.1882
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.7755,0.1385,0.1489,0.0835,0.1917
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.7959,0.1412,0.1505,0.0857,0.1951
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.8163,0.1448,0.1521,0.0894,0.1989
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.8367,0.1491,0.1553,0.0942,0.2025
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.8571,0.1537,0.1597,0.0996,0.2066
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.8776,0.1585,0.1651,0.1047,0.2104
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.898,0.1631,0.171,0.1097,0.2144
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.9184,0.1676,0.1771,0.1144,0.2188
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.9388,0.172,0.1828,0.119,0.2233
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.9592,0.1764,0.1877,0.1236,0.2279
perceiver,study,Middle Eastern Men,Standard stimulus,Target,0.9796,0.1809,0.1923,0.1291,0.2327
perceiver,study,Middle Eastern Men,Standard stimulus,Target,1.0,0.1858,0.1954,0.1352,0.2368
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.0,0.1217,0.1233,0.1084,0.1326
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.0204,0.1217,0.1232,0.1102,0.1315
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.0408,0.122,0.1233,0.1116,0.131
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.0612,0.1226,0.124,0.1124,0.1308
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.0816,0.1234,0.1248,0.1135,0.131
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.102,0.1245,0.1257,0.1146,0.1314
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.1224,0.1256,0.1269,0.116,0.1321
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.1429,0.1268,0.1281,0.1173,0.1329
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.1633,0.128,0.1293,0.1184,0.134
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.1837,0.1291,0.1305,0.1198,0.135
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.2041,0.1302,0.1315,0.121,0.1359
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.2245,0.1312,0.1323,0.1225,0.1367
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.2449,0.1321,0.1329,0.1241,0.1376
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.2653,0.133,0.1334,0.1258,0.1389
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.2857,0.1339,0.1338,0.1275,0.1403
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.3061,0.1347,0.1342,0.1295,0.1422
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.3265,0.1357,0.1346,0.1303,0.144
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.3469,0.1367,0.1349,0.1309,0.1461
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.3673,0.1378,0.1353,0.1314,0.1479
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.3878,0.139,0.1358,0.132,0.1502
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.4082,0.1402,0.1365,0.1327,0.152
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.4286,0.1415,0.1374,0.1334,0.1542
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.449,0.1429,0.1383,0.1341,0.1565
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.4694,0.1442,0.1393,0.1348,0.1584
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.4898,0.1454,0.1402,0.1354,0.1605
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.5102,0.1466,0.1408,0.1361,0.1624
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.5306,0.1476,0.1416,0.1366,0.1638
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.551,0.1486,0.1419,0.1371,0.1658
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.5714,0.1494,0.1423,0.1373,0.1675
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.5918,0.1501,0.1431,0.1372,0.1695
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.6122,0.1507,0.1428,0.1369,0.171
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.6327,0.1514,0.1425,0.1365,0.1725
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.6531,0.152,0.1417,0.1358,0.1743
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.6735,0.1526,0.141,0.135,0.1759
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.6939,0.1533,0.1405,0.1341,0.178
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.7143,0.1541,0.1399,0.1334,0.1798
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.7347,0.155,0.1395,0.1327,0.1824
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.7551,0.156,0.1418,0.1323,0.1854
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.7755,0.1571,0.1445,0.1318,0.1884
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.7959,0.1585,0.1477,0.1315,0.191
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.8163,0.1599,0.1498,0.1312,0.194
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.8367,0.1615,0.152,0.1313,0.1974
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.8571,0.1632,0.1535,0.1315,0.2004
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.8776,0.165,0.1549,0.1319,0.204
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.898,0.1669,0.1557,0.1325,0.2075
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.9184,0.1688,0.1568,0.1334,0.2112
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.9388,0.1707,0.1578,0.1342,0.2149
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.9592,0.1725,0.1586,0.1351,0.2187
perceiver,study,Negotiation,Dyadic interaction,Interactant,0.9796,0.1742,0.1594,0.1358,0.2223
perceiver,study,Negotiation,Dyadic interaction,Interactant,1.0,0.1757,0.1607,0.1364,0.226
perceiver,study,Negotiation,Dyadic interaction,Target,0.0,0.1333,0.137,0.114,0.1454
perceiver,study,Negotiation,Dyadic interaction,Target,0.0204,0.1348,0.1371,0.1193,0.1459
perceiver,study,Negotiation,Dyadic interaction,Target,0.0408,0.1365,0.1374,0.1252,0.1461
perceiver,study,Negotiation,Dyadic interaction,Target,0.0612,0.1382,0.1382,0.1296,0.147
perceiver,study,Negotiation,Dyadic interaction,Target,0.0816,0.1398,0.1387,0.1328,0.1499
perceiver,study,Negotiation,Dyadic interaction,Target,0.102,0.141,0.1389,0.134,0.1529
perceiver,study,Negotiation,Dyadic interaction,Target,0.1224,0.1419,0.1387,0.1342,0.155
perceiver,study,Negotiation,Dyadic interaction,Target,0.1429,0.1422,0.1385,0.1342,0.1561
perceiver,study,Negotiation,Dyadic interaction,Target,0.1633,0.1422,0.1381,0.134,0.1563
perceiver,study,Negotiation,Dyadic interaction,Target,0.1837,0.1417,0.1379,0.1338,0.1556
perceiver,study,Negotiation,Dyadic interaction,Target,0.2041,0.141,0.1376,0.1334,0.1544
perceiver,study,Negotiation,Dyadic interaction,Target,0.2245,0.1401,0.1371,0.1331,0.1528
perceiver,study,Negotiation,Dyadic interaction,Target,0.2449,0.1393,0.1369,0.1327,0.1507
perceiver,study,Negotiation,Dyadic interaction,Target,0.2653,0.1385,0.1367,0.1316,0.149
perceiver,study,Negotiation,Dyadic interaction,Target,0.2857,0.138,0.1367,0.131,0.1484
perceiver,study,Negotiation,Dyadic interaction,Target,0.3061,0.1378,0.1366,0.1306,0.1483
perceiver,study,Negotiation,Dyadic interaction,Target,0.3265,0.1378,0.1367,0.131,0.1485
perceiver,study,Negotiation,Dyadic interaction,Target,0.3469,0.1382,0.1369,0.1316,0.1485
perceiver,study,Negotiation,Dyadic interaction,Target,0.3673,0.1387,0.137,0.1325,0.1488
perceiver,study,Negotiation,Dyadic interaction,Target,0.3878,0.1393,0.1373,0.1333,0.1501
perceiver,study,Negotiation,Dyadic interaction,Target,0.4082,0.14,0.1374,0.1336,0.1518
perceiver,study,Negotiation,Dyadic interaction,Target,0.4286,0.1407,0.1376,0.1339,0.1528
perceiver,study,Negotiation,Dyadic interaction,Target,0.449,0.1413,0.1378,0.1341,0.1541
perceiver,study,Negotiation,Dyadic interaction,Target,0.4694,0.1418,0.1381,0.1343,0.1552
perceiver,study,Negotiation,Dyadic interaction,Target,0.4898,0.1424,0.1383,0.1345,0.1561
perceiver,study,Negotiation,Dyadic interaction,Target,0.5102,0.1429,0.1385,0.1348,0.1567
perceiver,study,Negotiation,Dyadic interaction,Target,0.5306,0.1436,0.1388,0.135,0.1579
perceiver,study,Negotiation,Dyadic interaction,Target,0.551,0.1445,0.1393,0.1353,0.1599
perceiver,study,Negotiation,Dyadic interaction,Target,0.5714,0.1457,0.1396,0.1355,0.1622
perceiver,study,Negotiation,Dyadic interaction,Target,0.5918,0.1472,0.14,0.1359,0.1648
perceiver,study,Negotiation,Dyadic interaction,Target,0.6122,0.149,0.1407,0.1362,0.1689
perceiver,study,Negotiation,Dyadic interaction,Target,0.6327,0.1512,0.1418,0.1362,0.1729
perceiver,study,Negotiation,Dyadic interaction,Target,0.6531,0.1535,0.1422,0.1361,0.1773
perceiver,study,Negotiation,Dyadic interaction,Target,0.6735,0.156,0.1464,0.1358,0.1823
perceiver,study,Negotiation,Dyadic interaction,Target,0.6939,0.1584,0.1501,0.1355,0.1873
perceiver,study,Negotiation,Dyadic interaction,Target,0.7143,0.1607,0.1515,0.1349,0.1932
perceiver,study,Negotiation,Dyadic interaction,Target,0.7347,0.1628,0.1526,0.1343,0.1987
perceiver,study,Negotiation,Dyadic interaction,Target,0.7551,0.1645,0.1538,0.1337,0.2026
perceiver,study,Negotiation,Dyadic interaction,Target,0.7755,0.1659,0.1549,0.1333,0.2055
perceiver,study,Negotiation,Dyadic interaction,Target,0.7959,0.1671,0.1555,0.1331,0.2079
perceiver,study,Negotiation,Dyadic interaction,Target,0.8163,0.168,0.1557,0.1331,0.2093
perceiver,study,Negotiation,Dyadic interaction,Target,0.8367,0.1688,0.156,0.1334,0.2108
perceiver,study,Negotiation,Dyadic interaction,Target,0.8571,0.1696,0.1563,0.1341,0.2125
perceiver,study,Negotiation,Dyadic interaction,Target,0.8776,0.1705,0.1567,0.1349,0.214
perceiver,study,Negotiation,Dyadic interaction,Target,0.898,0.1717,0.1574,0.136,0.2153
perceiver,study,Negotiation,Dyadic interaction,Target,0.9184,0.1731,0.158,0.137,0.2178
perceiver,study,Negotiation,Dyadic interaction,Target,0.9388,0.1747,0.1575,0.138,0.2196
perceiver,study,Negotiation,Dyadic interaction,Target,0.9592,0.1765,0.1571,0.1389,0.2227
perceiver,study,Negotiation,Dyadic interaction,Target,0.9796,0.1783,0.1553,0.1397,0.2281
perceiver,study,Negotiation,Dyadic interaction,Target,1.0,0.1799,0.1529,0.14,0.2326
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0,0.0938,0.0994,0.0631,0.1194
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0204,0.0947,0.0986,0.0671,0.1189
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0408,0.0962,0.0983,0.0719,0.1186
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0612,0.0982,0.0993,0.077,0.1184
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0816,0.1007,0.1008,0.0823,0.1184
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.102,0.1034,0.1032,0.0879,0.1186
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.1224,0.1062,0.1055,0.0933,0.1187
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.1429,0.1089,0.108,0.0985,0.1191
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.1633,0.1113,0.1111,0.103,0.1194
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.1837,0.1134,0.1133,0.1069,0.1198
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2041,0.115,0.115,0.11,0.1199
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2245,0.1162,0.1162,0.1122,0.12
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2449,0.1169,0.1169,0.1137,0.1201
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2653,0.1173,0.1173,0.1146,0.12
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2857,0.1174,0.1174,0.1148,0.1199
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3061,0.1173,0.1174,0.1147,0.1199
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3265,0.1172,0.1172,0.1146,0.1198
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3469,0.1171,0.117,0.1144,0.1198
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3673,0.117,0.1169,0.1144,0.1197
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3878,0.1171,0.117,0.1145,0.1198
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.4082,0.1172,0.1171,0.1147,0.12
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.4286,0.1175,0.1175,0.1149,0.1202
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.449,0.1178,0.1178,0.1151,0.1206
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.4694,0.1181,0.1182,0.1152,0.1209
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.4898,0.1184,0.1185,0.1152,0.1214
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.5102,0.1187,0.1187,0.1152,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.5306,0.1188,0.1188,0.1151,0.1224
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.551,0.1189,0.1188,0.115,0.1228
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.5714,0.1189,0.1188,0.1149,0.1231
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.5918,0.1189,0.1188,0.1148,0.123
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6122,0.1189,0.1187,0.1149,0.1231
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6327,0.1188,0.1188,0.1149,0.1228
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6531,0.1188,0.1188,0.1152,0.1225
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6735,0.1188,0.1187,0.1155,0.1222
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6939,0.1189,0.1188,0.1159,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7143,0.119,0.1189,0.1163,0.1217
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7347,0.119,0.119,0.1165,0.1217
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7551,0.1191,0.119,0.1166,0.1217
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7755,0.1191,0.119,0.1165,0.1218
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7959,0.1191,0.1191,0.1164,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.8163,0.119,0.1189,0.1162,0.1222
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.8367,0.119,0.1189,0.1157,0.1226
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.8571,0.119,0.1188,0.1152,0.1231
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.8776,0.119,0.1188,0.1146,0.1235
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.898,0.1192,0.119,0.1144,0.1241
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.9184,0.1196,0.1193,0.1145,0.1247
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.9388,0.1201,0.1197,0.1151,0.1255
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.9592,0.1208,0.1202,0.1161,0.1262
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,0.9796,0.1216,0.1208,0.1175,0.1268
perceiver,study,Round-Robin (Video),Dyadic interaction,Interactant,1.0,0.1225,0.1221,0.1189,0.1273
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.0,0.1206,0.1204,0.1184,0.1231
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.0204,0.1206,0.1204,0.1185,0.123
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.0408,0.1206,0.1205,0.1185,0.123
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.0612,0.1206,0.1205,0.1186,0.1228
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.0816,0.1205,0.1204,0.1186,0.1227
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.102,0.1205,0.1203,0.1185,0.1225
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.1224,0.1204,0.1202,0.1185,0.1224
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.1429,0.1203,0.1202,0.1184,0.1223
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.1633,0.1202,0.1201,0.1183,0.1222
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.1837,0.1201,0.1201,0.1182,0.1221
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.2041,0.1201,0.12,0.1181,0.122
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.2245,0.12,0.12,0.1181,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.2449,0.12,0.12,0.1182,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.2653,0.12,0.12,0.1182,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.2857,0.12,0.12,0.1183,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.3061,0.12,0.12,0.1182,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.3265,0.12,0.12,0.1182,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.3469,0.12,0.12,0.1181,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.3673,0.12,0.1199,0.1181,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.3878,0.1199,0.1199,0.118,0.1218
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.4082,0.1198,0.1198,0.1179,0.1217
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.4286,0.1197,0.1197,0.1178,0.1216
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.449,0.1196,0.1196,0.1177,0.1215
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.4694,0.1195,0.1195,0.1176,0.1214
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.4898,0.1194,0.1194,0.1174,0.1213
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.5102,0.1193,0.1193,0.1173,0.1212
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.5306,0.1192,0.1192,0.1173,0.1211
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.551,0.1191,0.1192,0.1172,0.121
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.5714,0.1191,0.1192,0.1172,0.121
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.5918,0.1191,0.1192,0.1171,0.121
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.6122,0.1191,0.1192,0.1171,0.121
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.6327,0.1192,0.1192,0.1172,0.1211
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.6531,0.1192,0.1193,0.1172,0.1211
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.6735,0.1192,0.1193,0.1172,0.1212
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.6939,0.1193,0.1193,0.1172,0.1212
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.7143,0.1193,0.1194,0.1173,0.1212
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.7347,0.1193,0.1194,0.1173,0.1212
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.7551,0.1193,0.1194,0.1174,0.1212
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.7755,0.1193,0.1194,0.1174,0.1213
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.7959,0.1193,0.1194,0.1174,0.1213
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.8163,0.1194,0.1194,0.1174,0.1213
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.8367,0.1194,0.1194,0.1174,0.1213
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.8571,0.1194,0.1194,0.1174,0.1214
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.8776,0.1195,0.1195,0.1175,0.1214
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.898,0.1196,0.1195,0.1175,0.1214
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.9184,0.1196,0.1196,0.1176,0.1216
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.9388,0.1197,0.1197,0.1177,0.1218
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.9592,0.1198,0.1198,0.1178,0.1219
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,0.9796,0.1199,0.1199,0.1179,0.122
perceiver,study,Round-Robin (Video),Dyadic interaction,Target,1.0,0.12,0.1199,0.1178,0.1221
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0,0.0778,0.0779,0.0733,0.0823
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0204,0.0823,0.0823,0.079,0.0853
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0408,0.0869,0.087,0.0846,0.0889
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0612,0.0914,0.0914,0.0896,0.0933
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0816,0.0956,0.0957,0.0937,0.0976
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.102,0.0993,0.0994,0.0973,0.1015
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.1224,0.1024,0.1023,0.1002,0.1044
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.1429,0.1047,0.1047,0.1026,0.1067
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.1633,0.1064,0.1065,0.1042,0.1085
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.1837,0.1076,0.1077,0.1054,0.1097
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.2041,0.1083,0.1083,0.1061,0.1104
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.2245,0.1087,0.1088,0.1065,0.1108
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.2449,0.109,0.109,0.1068,0.111
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.2653,0.1092,0.1092,0.107,0.1111
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.2857,0.1095,0.1095,0.1073,0.1114
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.3061,0.1098,0.1098,0.1077,0.1117
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.3265,0.1102,0.1102,0.1083,0.1121
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.3469,0.1107,0.1107,0.1088,0.1126
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.3673,0.1112,0.1111,0.1092,0.1132
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.3878,0.1116,0.1115,0.1095,0.1137
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.4082,0.1119,0.1118,0.1098,0.1141
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.4286,0.112,0.1119,0.11,0.1142
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.449,0.112,0.1119,0.1099,0.1142
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.4694,0.1119,0.1118,0.1098,0.114
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.4898,0.1116,0.1116,0.1097,0.1137
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.5102,0.1114,0.1113,0.1094,0.1134
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.5306,0.1111,0.1111,0.109,0.113
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.551,0.1109,0.111,0.109,0.1129
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.5714,0.1109,0.1108,0.1089,0.1129
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.5918,0.1109,0.1109,0.109,0.1129
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.6122,0.1111,0.1111,0.1092,0.1132
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.6327,0.1114,0.1113,0.1095,0.1134
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.6531,0.1116,0.1116,0.1097,0.1137
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.6735,0.1119,0.1118,0.1099,0.114
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.6939,0.1121,0.112,0.1101,0.1143
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.7143,0.1121,0.1121,0.1101,0.1144
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.7347,0.112,0.1119,0.1101,0.1143
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.7551,0.1117,0.1117,0.1098,0.1139
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.7755,0.1113,0.1113,0.1093,0.1133
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.7959,0.1108,0.1107,0.1088,0.1129
